sentence,gpt_labels,warning,log,huggingface_labels,disagreement
"Om te voldoen den vvil van dyne Majesteyt sal ick geen naersticheyt, geen moeyt' noch arbeyt myden.",[],False,,[],False
"Kon CHRISTUS kruis Uw gunst verwerven; Dit is mijn Levensboom, die de Eigenmin doet sterven.","[(51, 61, 'plants')]",False,,[],True
"Staaten van Zeeland hadden, dit Besluit egter als een Grondwet aanmerkende, waar van men, voor deeze reis, afging, vaardig in den Huwlyksvoorslag toestemming gedraagen.",[],False,,[],False
Om wederom tot mijn voorgaend' propoost te comen: Hoe menigh zondaer heeft Godt weder aengenomen?,[],False,,[],False
"Nadat zij alle afspraken over de scheiding gemaakt hadden, haalde Wilhelmina een klein doosje uit haar' zak, en, dat openende, daar een kostelijk stel juweelen uit, zeggende: ‘Ziedaar, klaartje!",[],False,,[],False
Hij heeft tot den einde toe onder de verdienstelijkste Leden der Kamer behoord.,[],False,,[],False
Het is niet onwaarschijnlijk dat ter gelegenheid dezer plechtigheid de penningen werden geslagen.,[],False,,[],False
"Ik vroeg mij af, wat ik op mijne beurt wel zou willen afvragen aan al wie deze bladzijde onder de oogen komt: ‘Heeft ook voor u de dood zijn laatsten prikkel verloren?",[],False,,[],False
"- Wij hebben achting voor den man der wateren, die ons, allen landlieden (zonder daarom boeren te zijn), met een zeker gevoel van meerderheid beschouwt, en zich ergert over die weeke, bleeke, benaauwde menschenkinderen, die reeds van angst schreeuwen, als ze in een waggelend bootje zitten, of over eene onvaste plank treden.",[],False,,[],False
"Neen, is 't antwoord, want wij moeten bidden: Verlos ons van den boozen.",[],False,,[],False
"Kwistig tooisel, kostbre kleeren, Laken, kazimier, satijn, Linten, strikken, pluimen, veren, Voiles, shawls en hermelijn; Keur van paarlen en juweelen, Zilver, goud, geslepen staal, ('k Zie er 't zonnestraaltje in spelen) Ridicules van koraal: Alles, alles doet hem blijken, Die dees wapenschouw bespiedt, Dat, bij 't fier en moedig prijken, Hier 't pantoffeltje gebiedt.",[],False,,[],False
"Haer spijse is vleesch, kruyden, Byen en Mieren.","[(33, 37, 'animals'), (41, 47, 'animals')]",False,,"[[41, 47, 'animals']]",True
"Ik wil hopen, dat zij nog leeft en welvaart?",[],False,,[],False
"De koning knikte, nog meer wachtend, slechts met het hoofd, ten teeken van goedkeuring en toestemming.",[],False,,[],False
"Behalve zijnen dienstijver had hij hiertoe nog eenen anderen prikkel, die hem aandreef; want toen hij, die zelf in dit gedeelte des rijks geboren was, de ouderlijke stulp weder opzocht, om den geliefden vader, de hem dierbare broeders, welke hij in eene lange reeks van jaren niet gezien had, aan zijn hart te drukken, hen door de fortuin, die hij gemaakt had, te verblijden, hen door het aanbrengen der hun verschafte vrijheid daaraan deel te laten nemen, en aan zijne beminde ouders het genot van een zorgeloos levenseinde te verzekeren, vond hij het huisje afgcbrand, de plaats, waar het gestaan had, verwoest en verlaten, en al de zijnen verdwenen.",[],False,,[],False
"Maar welke stad ook kan er op roemen een kunstenaar voortgebracht te hebben, die, zooals Michelangiolo, vierdubbel beroemd door zijne schilder-, beeldhouw-, bouw- en dichtwerken, door de eeuwen heen steeds zijn roem ziet vermeerderen?",[],False,,[],False
Daar boven heeft men een prachtig gezicht op de Alpen en den omtrek.,[],False,,[],False
"wil dan ook zijn oordeel over deze Academische Tafereelen niet als algemeen geldend doen voorkomen, en kan alleen rekenschap geven van den indruk, dien de lezing op hemzelven heeft gemaakt.",[],False,,[],False
"Ild, het Vuur, Ignach.",[],False,,[],False
"Van Leiden begaf hij zich naar Utrecht, waar hij huisgenoot was van Hadrianus Reeland, op wiens raad hij zijne Animadversones in Jobum in het licht gaf.",[],False,,[],False
"Zyne brieven aen Roosje, die hy ‘zyne beminde bruid’ noemde, waren vooral vervuld met vurige uitdrukkingen en herhaelde eeden van standvaste liefde en trouw; zy voedden in 't begin de smachtende hoop van het ongeruste en verlangende meisje.",[],False,,[],False
"Ik heb dan op het oog, u kortelijk te zeggen, wat ik gezien, gehoord, ondervonden heb, en wat ik van deze nieuwe kolonisatie denk, geloof en verwacht.",[],False,,[],False
Het beeld der Christelijke Liefde 125.,[],False,,[],False
Laaten wij toch nooit van anderen zeggen dat hun hart niet recht is voor God!,[],False,,[],False
"heiden: een heiden bezem, anders ook heibezem.",[],False,,[],False
"Immerzeel had eene byzondere studie van onze spreekwoorden en volksgezegden, dat hem by het overgieten van dergelyke werken niet weinig te bate kwam.",[],False,,[],False
"Reeds bij Kero vindt men vbarstaat, neders.",[],False,,[],False
"De andere menschen moeten sich contenteren met haar onkunde, en sich dienende van het gebruik van dit kruid fide implicita & constanti, met een blind en vast geloof vertrouwen, dat ik haar als een eerlijk man de ware kragten van de Thee gezegt hebbe, 't bewijs daar van door reden is boven haar begrip, en d' ervarentheit zal haar genoeg sijn, om te ondervinden, dat ik de waarheit gezegt hebbe.","[(102, 107, 'plants'), (232, 236, 'plants')]",False,,[],True
"Men offerde tijd en geld en zag niet op tegen vermoeienis, om het aangewezen doel te bereiken.",[],False,,[],False
D. Het vierde gehoor-beentje.,[],False,,[],False
ik heb geene behoefte aan uwe fabelen.,[],False,,[],False
"En ik zei er tot Jaap, En ik zei er tot Jaap, En ik zei er tot Jaapje: Sta stil!",[],False,,[],False
"Blenda, emerentia pauli, christina gyllenstjerna en vele anderen hebben hare namen in Zwedens geschiedboek gegraveerd met de punt van het zwaard.",[],False,,[],False
"Bijna was het hem eens gelukt, zijnen Vorst, zijner Kerk en zich zelven eene veelbeduidende genoegdoening te verschaffen.",[],False,,[],False
Natuurlijk volgt dan: ‘Courage!,[],False,,[],False
"Men moet alsdan zoovele dagen voor de vesting liggen, dat een groot leger dit onmogelijk kan doen uit gebrek aan vivres, aan munitie, aan allerlei behoeften.",[],False,,[],False
"Zaken, hebben wij gelegenheid gevonden met eenige ruimte van tijd den inhoud dezer verzameling Maria-legenden te onderzoeken, en wenschen en de lezers onzer ‘Warande’ eenigszins nader meê te doen kennis maken.",[],False,,[],False
"Baillet’, staat bij den titel in den catalogus der bibliotheek van wijlen Mr. J. van Lennep.",[],False,,[],False
"gy kunt myn lyden niet doen ophouden, en ginds foltert my dat gedruisch, die muziek, die dans..... - Maer dat gedruisch, zegde de zuster, zal weldra ophouden; geloof het my, Anneke!",[],False,,[],False
"Niet minder rijk en vol van nuttige wenken en opmerkingen is het gedeelte van dit eer-ste hoofdstuk, dat over de gebaren handelt, over de werktuigen der gebarenspraak, over de verschillende soorten der gebaren, over hun gebruik bij de voordragt, bij het declameren van verzen, enz. Veel, zeer veel is daaruit te leeren voor elken jeugdigen redenaar.",[],False,,[],False
"Behalve de hier onderstaande drama's en dichtstukken, gaf hij in 1678 eene overzetting der Dichtkunst van Horatius, op onze zeden en tijden gepast, die gansch niet verwerpelijk is, evenmin als zijn Gebruik en Misbruik des Tooneels.",[],False,,[],False
"Maar juist daarom is het de plicht van een onpartijdig nageslacht, te onderzoeken, of haat en vijandschap, die doorgaands de oogen verblinden, ook niet filips in die van de Nederlanders nog boozer hebben doen schijnen dan hij werkelijk was.",[],False,,[],False
"De uren berekenend, die de Hollandsche afgezanten op hem vooruit hadden, begreep hij toch, dat ze reeds vóór hem het kamp hadden bereikt; iets anders was het, of ze vóór hem den Graaf zouden te spreken krijgen.",[],False,,[],False
"Hij maakte zich bij de waarneming daarvan de achting zijner medeburgers steeds waardig, welke hij dan ook in hooge mate wegdroeg.",[],False,,[],False
"De Supernaturalisten hebben dit in hunnen ambtsijver voorbijgezien, voor vollen ernst, voor gewigtige werkelijkheid genomen, en strijden en ijveren nu tegen den geheel onschuldigen, geheel niet bestaanden Dr. strauss.",[],False,,[],False
Wet van het evenwicht 198.,[],False,,[],False
"(bis) Ik wierd gewaar alsdat het minnespel Aan mij verbeeldde een tweede hel Hoe dat het leven, haar wou begeven, Hoe dat menig jong gezel Al door den reuk van een zoete roos En door den keus in haren bloos Zoo bij dat riekte, hij hem verschrikte Dat zijn hert bij 't vuur vervroos.",[],True,Multiple occurrences of 'roos' (plants),"[[170, 174, 'plants']]",True
"Emma zat naast mevrouw, Eduard vlak achter haar.",[],False,,[],False
Hier spreidt het verleden geen licht over het heden en de toekomst; hier doet de geschiedenis ons niet begrijpen waarom de denkende geest zich thans in verschillende richtingen beweegt en evenmin welk lot de wijsbegeerte te gemoet gaat.,[],False,,[],False
Meer en meer begint men de gebreken van het tegenwoordige in te zien en de behoefte naar iets beters te gevoelen.,[],False,,[],False
"Dan trêen wy hoogmoed met de voet, Dan vlucht hy met zyn' boozen stoet.",[],False,,[],False
"Het volk bestraft hij om hunne barbaarsche woestheid en vermaant het tot boete en bekeering - en het is alsof heel Florence bloost van schaamte over de tooneelen die het aanschouwde; heel Florence weent met den prior, heel Florence verootmoedigt zich, smeekt om genadige vergeving!",[],False,,[],False
Met dat alles bestaat 's mans alweterij alleen in woordenpraal.,[],False,,[],False
Het was mijnheer Paul.,[],False,,[],False
"Onder degenen, die op den koop belust waren, bevonden zich ook eenige leden van het Britsche ministerie; doch het Russische hof verlangde, dat de groote diamant naar Petersburg gebragt mogt worden, en beloofde, den eigenaar, ingeval de koop niet tot stand mogt komen, eene zekere som voor reiskosten te vergoeden.",[],False,,[],False
"Wel waerom zou ik vlugten, Voor die geen die min Dat zou mijn Jonk hert doen sugten, Dat ik geen troost verwin, Ag, en ag, ag, Wat zijn dat genugten, Daer 's niet soeter als de min.",[],False,,[],False
"80 bl. De kunst, om Kinderen, zonder de gewoone wyze van spellen, te leeren leezen, heeft, zedert eenigen tyd, de aandacht van het denkend gedeelte der menschen, ook in ons Vaderland, gaande gemaakt; meer dan één Vriend der Jeugd heeft zich daar mede bezig gehouden, en onder deezen ook voornaamlyk de, in deezen, verdienstelyke Burger schneither.",[],False,,[],False
- De hospitaalmeester begreep daar niets van en vroeg hen: ‘Hoe komt het dat gij gisteren gezond waart en heden weer ziek zijt!,[],False,,[],False
Waer 't Vormsel maer den Bisschop geeft: Geen macht hier ander Priester heeft.,[],False,,[],False
"Op voorstel van von Bismarck werd over de constitutie éen rapporteur, en niet een commissie tot rapport, benoemd, om de debatten te bespoedigen.",[],False,,[],False
"Het is namelijk niet genoeg, dat de dichter levendig en naauwkeurig het beeld aanschouwt, dat hij zijne lezers in den geest wenscht te prenten: hij moet zich ook zoo verre met zijne schepping geidentiseerd hebben, dat hij gevoelen kan, bij welke plaatsing en betrekkingen, deszelfs omtrekken het helderst en krachtigst uitkomen.",[],False,,[],False
"HEmels Licht, en alder-klaerste Sonne der Rechtveirdigheyt, Die u-over-al verspreyt: Die verlicht, en heel door-straelt Wat ter werelt is bepaelt.",[],False,,[],False
0-5 63 W 0 o. helder 5 { - 0-6 53 ----- 0 z. betr. R. 6 { - 0-5 51 ZZW 2 wolkig o. helder 6 { - 0.5 60½ WZW 2 o. helder.,[],False,,[],False
"Mine vriende hebbic meest verloren die mi gherne plaghen tsiene van C, die nu sijn gheboren, sone kinnicker nerghent tiene.",[],False,,[],False
"Nochtans, daar de inwoners der stad meerendeels ongeloovigen waren en hare godsvrucht beschimpten, vertrok zij eindelijk van daar naar eene onbekende streek.",[],False,,[],False
"‘Ik liet het stuk van ontsteltenis uit mijne handen vallen en drukte met warmte de hand van den goeden B..., dien ik ten onrechte uitzinnig had geloofd.",[],False,,[],False
"Weldra begaf hy zich naer Middelburg in Zeeland, alwaer eene vloot van veertig schepen hem wachtte.",[],False,,[],False
"Komt, mijne vrienden!",[],False,,[],False
- Gedichten van Catharina van der Meulen (1703).,[],False,,[],False
"Er waren er die de ridderschap geestelijk wilden herscheppen, en tegelijk begon de burger zich geroepen te gevoelen om den ridder niets toe te geven, en de hoofschheid benevens de kunst der minne niet meer als het uitsluitend eigendom van eenen hoogeren Stand te erkennen.",[],False,,[],False
"Het is het land van de katoen, van den perzik en den wijngaard, en voor fijnharige schapen schijnt er geen beter oord te zijn.","[(23, 29, 'plants'), (39, 45, 'plants'), (53, 62, 'plants'), (83, 90, 'animals')]",False,,"[[23, 29, 'plants'], [39, 45, 'plants'], [83, 90, 'animals']]",True
"Het moge waar zijn, dat meerdere energie eene grootere mate van nut daaruit zou kunnen trekken, maar de uitslag is onzeker of alleen in eene meer verwijderde toekomst te verkrijgen.",[],False,,[],False
"Ook nu moest de senaat der Friesche Academie zich meermalen met de twisten inlaten, en in 1633 bragt men ze ter kennis van Gedeputeerde Staten en Curatoren.",[],False,,[],False
"n van Nestor, Vlisses ende Menelaus, al hadden sy elck een sonderlinge cracht ende gracie, maer maecktse nochtans seer ongelijck der snateringhe van Thersites, schrijvende Nestori toe, een redene wten ouden mont soeter dan honich vloeyende.",[],False,,[],False
Van de Kerkelijke Bedieninge.,[],False,,[],False
"Rozemond, wat zal ik tot verzeekertheden Van mijn getrouwe min meer toonen, als dat gy Bereyd en willig ziet om uwe Liefde my.",[],False,,[],False
"Velen houden de onfeilbaarheid vast: Prof. Vinke in 1843, Dr. v. Limburg Brouwer tezelfder tijde, gelijk ook Dr. D.H. Wildschut.",[],False,,[],False
"Gelijk voor Jozua, zoo is ook voor duizenden in het hedendaagsche Engeland en daarbuiten het prestige der kerk tegelijk met het geloof aan de schriftletter voor goed voorbijgegaan, zonder dat daarom de liefde voor Jezus en het heilig ontzag voor zijn gebod verkoelde.",[],False,,[],False
"Verder bezocht hij, nu voor het eerst, de meer noordelijk gelegen zijde-districten, en hoewel hij hier te laat aankwam om de geheele behandeling der zijdewormen door eigen aanschouwing te leeren kennen, deelt hij daaromtrent toch uitvoerige berigten mede, en beschrijft het door hem bijgewoonde zijdespinnen en zijdeweven.","[(149, 160, 'animals')]",False,,"[[149, 160, 'animals']]",True
Gij komt nu bij ons wonen en met ons spelen; Liesje heeft veel speelgoed en Pierre ook....,[],False,,[],False
"De uitgave dezer kunstjuwelen wekte nogthans toen die belangstelling niet, die de kundige uitgever billijkerwijze had mogen verwachten.",[],False,,[],False
’ ‘Zijn diner wierp hij in den houtbak....,[],False,,[],False
"Wat beteekenden de anarchistische woelingen, die plotseling zijn ontstaan en even plotseling weder zijn verdwenen?",[],False,,[],False
"28 Ende van de stamme Issaschar, Kisjon, ende hare voorsteden, ende Dobrath, ende hare voorsteden.",[],False,,[],False
"De bloedige vervolgingen voor geloofsverschillen hielden niet gansch op; Albert deed de inquisitie-plakkaten nog in 1597 tegen eene levendig begravene vrouwe Anneken Van den Hove uitvoeren Toen dergelyke gruwelen eindigden, sloeg de houtmyt weder aen 't rooken om de zoogezegde tooveraers te verslinden.",[],False,,[],False
"Iets geschied met een snap, 't geen met der haast geschied.",[],False,,[],False
"Wat wij daar flaauw geschetst hebben, kan van de be-schaafde, goed ontwikkelde vrouw gewacht worden, en zoo het al niet door allen geschiedt, zij kregen er toch den aanleg en de geschiktheid voor door hare opleiding.",[],False,,[],False
"2 Die eenig door de wet geregeld examen met goed gevolg heeft afgelegd, waarbij ook kennis onzer staatsinstellingen wordt gevorderd, is van rechtswege kiezer.",[],False,,[],False
"’ Eene juiste opmerking; want die snelheid is zoo verbazend en ondenkbaar groot, dat die van het licht daarbij in geen de minste aanmerking komt.",[],False,,[],False
"Al met sijn pijl en boogh Hy tot aen ’t herte vloogh, En stichten een brandt, En stichten, &c. En stichten, &c. Seer groot, ’t vvas noot Om hulp te roepen, vvant ick lagh int sant.",[],False,,[],False
Twee hoofdstukken uit de Romeinsche geschiedenis.,[],False,,[],False
"Maar er is meer, de bedenking is gedeeltelijk volstrekt valsch.",[],False,,[],False
"4 Droeve herten doet het quelen, Ende spelen: Iae ‘t verdrijft een swaren geest, Sonder pijn, of sonder knaghen, Alle daghen, ‘t Is een goet dat haest gheneest.","[(9, 15, 'animals')]",False,,[],True
"‘En zoo gaat alles in de weereld voorbij, mijn kind,’ antwoordde de oude moeder.",[],False,,[],False
"Die vreemden, bleken vriend te zijn, Niet slechts in kunstkoor, op festijn, Maar ook in 't huislijk leven, Als echte teelt van Dietschen stam, Die uit één bron zijn oorsprong nam, Één is in doen en streven.",[],False,,[],False
"Wanneer dan een Misdadiger tot de pynbankInquisiteurs, die 'er altoos, wanneer men de pynbank bezigt, tegenwoordig zyn, zoo wel als de Bisschop van de plaats of zynen Stedehouder, of ten minsten iemandt zynentwegen.",[],False,,[],False
Hi wilde hérberghen váren ín die stát.,[],False,,[],False
"die myn hert en sin Door de Min Heeft geboeyt aen sijn begheeren: Vlught, nu dat ick ben gereet Om sijn leet In vermaeck te doen verkeeren.",[],False,,[],False
Zij willen geen communisme en geen socialisme en geen anarchisme en geen republiek.,[],False,,[],False
"Dichte by Derbendi Chazer, is een plaets, die men Denb of Dunb hete, alwaer een Uitkyk is, daer op, als men vyanden verneme, die een aentocht na de Muslimaans doen, men vuur boven aensteke, om de Muslimaans daer van kennisse tegeven, op dat zy daer tegens op haer hoede zoude zijn.",[],False,,[],False
‘Oogenblikkelijk in de giek!!,[],False,,[],False
"Onze taal bezit voor de wiskunde, evenals voor alle overige vakken van wetenschap en onderwijs, eene omvangrijke en ernstige literatuur, die ons het ongemak en de vernedering bespaart om bij den vreemde leermidddelen te gaan afbedelen.",[],False,,[],False
"En, voor het overige, zullen wij er wel achter komen; 's mans volgende Leerrede is reeds op de pers, waarin hij een middel zal aanwijzen, hetwelk den toets der rede en openbaring kan doorstaan, en hetwelk te eenemale voldoend en geruststellend is.",[],False,,[],False
"God den Heer die kan niet falen, Hy doet sijn Rechtveerdigheid, Hy komt so de mensch betalen, Yder een al op sijnen tijd.",[],False,,[],False
"Ook zou ik je staaltjes van eerlijkheid en goede trouw kunnen vertellen, die je God zouden doen danken dat je een Hollander bent, want ook van dien kant zien wij kruiers vrij wat meer dan men meent.",[],False,,[],False
"Voor mijzelven voed ik dat zieleleven - om uw verheven woord eens te gebruiken - van tijd tot tijd, en - ik verzeker u - des zondags getrouw in de kerk.",[],False,,[],False
2 Deeltjes.,[],False,,[],False
"Het was geen eeuw van duisternis, maar van schitterend licht.",[],False,,[],False
"Zyn Bek, van buiten rond, van binnen uitgehold, vertoont eenigermaate de holte van den mond, waar in de Tong zich vrylyk beweegt, de klank, stuitende tegen den ronden rand des beneden Kaaks, vormt zich daar als tegen een ry tanden, terwyl de holte van het bovenste deel des Beks tot een gehemelte dient; hier door gaat de stem niet fluitende uit, maar wordt verdubbeld en geleid.",[],False,,[],False
"Zij was vermoeid en had behoefte aan rust, en de resident had bevolen dat men haar rust eerbiedigen zou.",[],False,,[],False
"Hier was 'tgeen soliditeit mocht heeten, of hij voor zich moest niet weten wat solide was.",[],False,,[],False
"Anderen verklaarden zich voor 't gebruik, maar tegen 't misbruik, doch zeiden niet, wie de grenzen zouden afzetten en bewaken.",[],False,,[],False
"[Leonardus Rijssenius of van Rijssen] RIJSSENIUS OF VAN RIJSSEN (Leonardus) werd in de eerste helft der 17 eeuw te Utrecht geboren, studeerde aldaar onder Voetius, werd predikant te Tul en 't Waal, in 1659 te Heusden, negen jaren later te Deventer, vervolgens in 1674 wederom te Heusden, verkreeg in 1693 zijn emeritaat en overleed eenige jaren daarna.",[],False,,[],False
"Wie kent er die hartroerende geschiedenis niet, al ware het maar uit den deerlijk gehavenden tekst der Vrouwenpeerle, die na eerst door de geestelijke overheid overzien en verbeterd te zijn geweest, zoolang als schoolboek in de Vlaamsche gewesten (in het Noorden van Frankrijk, zoowel als bij ons) als schoolboek werd gebruikt?",[],False,,[],False
Het was eene aangename ure.,[],False,,[],False
"wat dan mijn lot ook zij, Waar alles mij ontzinkt, blijft mij de Godsdienst bij.",[],False,,[],False
"swart stellig en met het volste vertrouwen na, Voorb.",[],False,,[],False
35- Wind 's nagts tusschen 27 en 28.,[],False,,[],False
Wie is myn eerste beginzel? .....,[],False,,[],False
Een Leesboek voor Vrienden van Godsdienst en Christendom.,[],False,,[],False
"Zo leefden zy, en noch veele heden met hen, naar de orden van den H. Epikurus!",[],False,,[],False
"Deze vrij lange lijst kan thans nog vermeerderd worden met het pas voltooide werk, dat in de laatste plaats aan het hoofd van dit opstel genoemd is, de ‘Beknopte beschrijving van de Nederlandsche Overzeesche Bezittingen’ door den Heer Teenstra, bij welke wij ten slotte nog een oogenblik de aandacht onzer lezers wenschen te bepalen.",[],False,,[],False
3o. De kavallerie wordt achtergehouden ter beschikking van den opperbevelhebber.,[],False,,[],False
Tot middernacht zijn de winkels open en schitterend verlicht.,[],False,,[],False
Een man in 's levens kracht.,[],False,,[],False
"De kleine plaagstok doet haren lieveling het fijn geschoren pootje in de hand leggen, en die hondenbeleefdheid wordt door een lekker brokske beloond.",[],False,,[],False
"Om de waarheid te zeggen, gaat hij wel eens wat al te ferm op het land af.",[],False,,[],False
"Toen hieldt het Opperhoofd zyn Kind zo hoog op als hy kon, en tragtte ons te beduiden, dat het hem even dierbaar was als zyne Vrouw; teffens te verstaan geevende, dat, schoon hy geen Geschenk ontvangen hadt, hy nogthans hoopte dat wy deezen kleinen zouden gedenken.",[],False,,[],False
Nicolaas Beets is overcompleet.,[],False,,[],False
"- Philip is een arme weduwnaar met twee kinderen en Suzette waschte voor hem; hare kinderen en ik vonden in hem een beschermer, want soms verdedigde hij ze tegen den barbaarschen vader.",[],False,,[],False
"-’ De heren schweren stille, Se makeden nên gelût; Dat meg leken kêrde sick umme Unde si gink wênent ût, Dat megdeken wendde sich umme Ja umme.",[],False,,[],False
"Ik weet wat ik doe, Gabrielle, gij zult met mij tevreden zijn, en mijn vader ook!",[],False,,[],False
"De Roomschen waren te Alphen langen tijd verpligt ter sluik meestal in stallen of schuren hunne godsdienstoefeningen te houden: zoo werd in 1652, wanneer de paep nog in de pastorij woonde die wel 1800 gls 's jaers aen inkomsten gaf, deurgaens de misse gedaen in de schuyre van eenen Carel de Roy, stadhouder van den schout.",[],False,,"[[157, 161, 'animals']]",True
Van toe en schuiven.,[],False,,[],False
’ ‘Deze man is van niets opgekomen.,[],False,,[],False
"Het intrigeerde sophie dan ook niet weinig, toen zij op zekeren zondagmorgen een paar vreemde aangezigten in de kerk zag, die met blijkbare ingenomenheid toeluisterden.",[],False,,[],False
"Vaak gingen er jaren voorbij, eer hij de stof, die hij bearbeidde, rijp achtte voor de openbare behandeling.",[],False,,[],False
"Die weêrkomst zij voor hem een ziel verrukkend feest, Dat van zijn argwaan hem voor eeuwiglijk geneest.",[],False,,[],False
"Deze duitsche vorst had het jaer te voren zich de ooren laten vol blazen door zyne gemalin die eene dochter was van koning Desideriusvernieuwen, en gaf zelfs twaelf pandsmannen tot waerborgen van zyn woord Het jaer daerna, 782, zoo haest het weder gunstig was, begaf zich de koning met zyn gewoone legermagt naer het land der Saksers, hebbende andermael de hoofden der verschillende volksstammen gedagvaerd op eene groote vergadering die gehouden moest worden te Lippspring, gedurende de maend van mei.",[],False,,[],False
"’ ‘Vergeet niet om iets te vragen voor het Leeraarsfonds,’ zei onze Leeraar, ‘niet dat ik het voor mijzelven begeer, maar het is voor de zaak,’ enz. enz. De bezoekers waren weer weg, en Piet zat met zijn agent alleen.",[],False,,[],False
"Want gij hebt den jongeling, die hier bedoeld wordt, in uw schrijven daarvan blijken gegeven, veel en meer dan voorzigtig was en vereischt werd in mijne plannen.",[],False,,[],False
"Eene beschouwing welke wij meer overeenkomstig met het ‘in geest en in waarheid’ achten, dan het typische profetisch, hoogepriesterlijk en koninklijk ambt der kerkelijke dogmatiek.",[],False,,[],False
"Een andere reden, en daar ik 't meest van houw, rolt op deze schijven: ik mein dat het bykomt, om dat de vogelen, veel meer uit 's moeders, dan 's vaders stoffe, bestaan; en, aangezien de wijfkens zoo vuurigh niet en zijn als de mannekens, krijgen zy daar van daan geesten, die, min scherp en vinnich zijnde, de lichamen zoo veel niet afeten, waar deur zy, by gevolgh, langer leven.","[(105, 112, 'animals')]",False,,"[[105, 112, 'animals']]",True
gij loopt spoedigwi ohtschen stzpeschihte Ik heb veel te doen.,[],False,,[],False
"bij 't schorre windgeluid; Wij hebben 't schoone en 't goed' genoten; Wij danken Hem, wiens liefde ons gaf, Hij neme ons 't kort genot weêr af, Om 't namaals dubbel te vergrooten.",[],False,,[],False
"Diogenes werd hond geheten, En Epictetus hinkepoot.","[(14, 18, 'animals')]",False,,"[[14, 18, 'animals']]",True
"De Kreek Potama of Patamaca, schoon bekend is dat zy van Cottica in de Marowine uitloopt, is echter nog nooit bevaaren geweest.",[],False,,[],False
"Het lezen van het hierboven aangekondigde werkje van den Heer Bruinings doet onwillekeurig aan Bulwer's held denken; de deugden en eigenschappen van Roeland de Caxton zijn juist die, welke in dat werkje worden afgeschilderd als de vereischten van den waren krijgsman.",[],False,,[],False
"De boomen worden ook niet grooter, als de kersche boomen in Holland of Duitschland, apparent zoude deze vrucht volmaakter te cultiveeren zyn, wanneer het land, door een meer arbeitzaam en minder baatzoekend Volk bewoond wierd.",[],True,Multiple occurrences of 'boomen' (plants),"[[3, 9, 'plants'], [50, 56, 'plants']]",True
"‘In het Jaar zeventienhonderd drie en twintig, was het primo April alzoo lustig en schoon om te zien in de Hoven en Landsdouwen, als men op andre jaaren half Mey gewoon is te zien; zoo van Kruiden, Bloemen, Bloeisels en Vrugten, gelyk ook het Gras op het veld.","[(189, 196, 'plants'), (198, 205, 'plants'), (243, 247, 'plants')]",False,,[],True
"Soo sals' haer geveynsde sinnen Willens laten overvvinnen, En, vermant door minne-pijn, Min en min vveerspannig zijn.",[],False,,[],False
Ons geeft: Ons...,[],False,,[],False
"Den buyck met dorst gequelt verlangende te drincken Gaf raet, de Raue sou veel steenen laten sincken In seker water-Kruyck die by den wege stont, Het water sich verhief die comend' in den gront, So dat de Raue dranck, en heeft den dorst verslagen: Also gebeuret dat den buyck noch alle dagen Bedenckend' is wat nieus, en leert ons t'allen stont Daer mede wy voor al besorgen onsen mondt.",[],True,Multiple occurrences of 'Raue' (animals); Multiple occurrences of 'Raue' (animals),[],False
"Drie onzer beten in het zand, terwijl een regenbui van kogels om en bij ons nederstortte.",[],False,,[],False
"Men vraagt of deze toestand zal voortduren, totdat aller krachten zijn verlamd; men werpt den blik op Hongarije, dat het meeste belang heeft bij de instandhouding van Cisleithaansch Oostenrijk en tevens bij het overwicht van het Duitsche element.",[],False,,[],False
"Het schoonste gebouw te Gent is dat gedeelte van het Stadhuis, hetwelk naar de Rue Hautport gekeerd staat.",[],False,,[],False
Te Valetta was zij aan boord gekomen.,[],False,,[],False
"Negatief, nêgatif, Fr., ontkennend, eene ontkenning inhoudende.",[],False,,[],False
"De akte, die een en ander vermeldde en waarborgde, zond hij op, maar zelf bleef hij achter om den druk te bezorgen van zijn sleutel tot de Indiaansche taal, een boek, dat ook nu nog waarde moet hebben, en vervolgens van een vlugschrift, waarin hij even als in een twee jaren later verschenen stuk, de ware verhouding van Kerk en Staat, de regten van het individu en van den Staat trachtte aan te wijzen en te ontwikkelen.",[],False,,[],False
"- M. Kremer heeft eene groote schildery voor de tentoonstelling van Brussel voltooid, voorstellende Rubens en zyne vrouw in het werkhuis van Pater Seghers, den befaemden broeder Jesuiet, wiens talent, zelfs door zyne tydgenooten, zoo hoog geschat werd.",[],False,,[],False
"Boven aan dezen trap houdt eene derde poort u wederom staande; en niet, dan na een' vierden hinderpaal, onmiddellijk vóór den ingang der speelzaal, te zijn te boven gekomen, dringt gij door tot dit geheimzinnig en schitterend heiligdom.",[],False,,[],False
"Men volgt met het oog, als op eene groote kaart of op een uitgestoken plan, de uitsnijdingen, de uittandingen, de golvingen der kusten, kapen en voorbergen der baaijen van zijnen oever, van den Karmel af tot aan Kaap Batroun, in eene uitgestrektheid van vijftig mijlen.",[],False,,[],False
"Een op zig zelve tegenstrydig gezegde, dat, zoo wy vertrouwen, niet wel te verstaan, of gemaklyk overeen te brengen is, dan volgens de voorgestelde opheldering; des wy ons over deeze beschuldiging niet verder behoeven uit te laaten.",[],False,,[],False
