,sentence,label
422,"Hoe jammer, dat die zelfde voortreffelijke eigenschappen, welke luter zoo geschikt maakten tot Hervormer, - openhartigheid, moed en standvastigheid, - meer dan eens in ruwheid van taal, onbedachtzaamheid en hardnekkigheid ontaardden!",[]
423,"Hoe moogt gij nog dulden dat ik u nader, ik de trouwelooze, de schandelijke verrader, beladen met den zwaarsten vloek die het hoofd van een man ooit treffen kon!...",[]
424,Hoe groot een verschil tusschen hen en tusschen Wolven en Vossen!,"[(48, 54, 'animals'), (58, 64, 'animals')]"
425,"Daer salmen dan hooren seer groot getier Die hem nu vult met wijn ende bier Wat anders sal hy daer smaecken Den knagenden worm, en t’helsche vier Daer hy moet branden, ende blaecken.","[(122, 126, 'animals')]"
426,"Hy licht het huis door glas, de weerelt door zijn dicht.",[]
427,"Haer spijse is vleesch, kruyden, Byen en Mieren.","[(24, 31, 'plants'), (33, 37, 'animals'), (41, 47, 'animals')]"
428,"In het Hoogd is het Heerstrasse in het Zweedsch haerstrat, 'twelk Ihre overzet: via militaris, via publica, regia.",[]
429,"(opgewonden.) Geen zonlicht verheldert de nacht, geen maan verlicht den middaghemel; in de sneeuw bloeit de roos van het Zuiden niet, wel de dorre brandnetel.","[(108, 112, 'plants'), (147, 157, 'plants')]"
430,"2. 's avond staene zy in de deur, Met een Leidze Dragonder te praeten, 's Avonds staen zy in de deur, Zus, sus, sus, mijn Moeder komt deur, Want die zou men daer over bekyve, En die zou 't ook niet toestaen, En die zou 't ook niet toestaen, Dat ik met een Leidze Dragonder zou ga..an Dat ik met een Leidze Dragonder zou gaen.",[]
431,Indispositie v. Barnevelt.,[]
432,"Orient, Oost, opganck.",[]
433,"Een der Kogels deedt een Cokusnooten-Boom door midden splyten, onder welken een gedeelte der Manschap zat, en een ander schoot een brok af van een Rots, in een rechte lyn met hun.","[(25, 41, 'plants')]"
434,Hier scheen de kost op hout geschildert.,[]
435,"G. Vertoont een reeds Steenagtig Buisje, waar uit de Bies reeds vergaan is, en naderhand met een nieuwe Steenige korst of laag omgroeid.","[(53, 57, 'plants')]"
436,Van de Boomen en Heesters.,"[(7, 13, 'plants'), (17, 25, 'plants')]"
437,Het zijn kleine wagentjes of eerder kruiwagens van bamboes met één wiel.,"[(51, 58, 'plants')]"
438,Het concert heeft drie uren geduurd; de uitvoering was schier onberispelijk.,[]
439,"Want hoewel het grootste gedeelte der boeren de tael des nachtvorsten liefkoosden, lachten zy daerom toch niet met den zang der leeuwerikken.","[(128, 140, 'animals')]"
440,"En indien de jagt of de visscherij gesloten waren, indien hij geen honden af te rigten had, indien zijne kennissen door een of ander toeval minder trouw de sociëteit berochten, - dan ging Mel wel eens afscheid nemen bij Kas met een luchtig: ‘'k Krijg het land en snij er eens uit, denkelijk voor een week of drie.","[(67, 73, 'animals')]"
441,Toon: Gelijk een Roosje teêr.,"[(17, 23, 'plants')]"
442,"Plinius, dit verlatynende, noemt het Himantopus; de Italiaanen geeven 'er den naam aan van Merlo aquaiolo grande; de En-gelschen noemen hem Long-legs; de Duitschers, Froembdervogel, ook Dunbein; de Franschen, l'Echasse.","[(37, 47, 'animals'), (91, 112, 'animals'), (140, 149, 'animals'), (166, 180, 'animals'), (186, 193, 'animals'), (209, 218, 'animals')]"
443,"Modern stond gelijk in beteekenis met natuurlijk, zinnelijk, onbekeerd.",[]
444,’ Maar - zeide het sijsje alweêr - ‘ik kan wèl in 't ronde vliegen!....,"[(19, 25, 'animals')]"
445,’ ‘En de staart?,[]
446,"Kent gij wel de woning van de mot, waarde lezer?","[(30, 33, 'animals')]"
447,"Deze plant groeit in de bosschen, op heuvelen, en onder de struiken.","[(5, 10, 'plants')]"
448,"Marckt noch, &c. Dus sprack een van de wijse maegden, En voegden noch daer echter by, Of u mijn Vader d'oorsaeck vraegden, Verdedigt u, en noemt my vry.",[]
449,"Lieve wyf, dat heeft geen schyn.",[]
450,"Zy drage een vrugt van twe tot twe jaren, die gelykt na een Neut, en zeer scherp is op de tong.","[(60, 64, 'plants')]"
451,"Schuif uw stoel zóó, dat ge turen kunt door een der laantjes van beukeboomen, die, evenwijdig aan den weg, eerst zacht afwaarts, dan zacht opwaarts glooien.","[(65, 76, 'plants')]"
452,En dit doel kan ontegensprekelijk door de lagere school krachtig worden bevorderd.,[]
453,"Dat my een roof leeuwin, op roos verhit, verslint, Zoo var mijn ziel het Rijck haer welvaert niet bemint.","[(28, 32, 'plants'), (16, 23, 'animals')]"
454,"Wanneer de Baeren sigh verheffen gelijck Bergen, soo treed hy op de hooghten der Zee, Job ix.","[(11, 17, 'animals')]"
455,Het is niet onwaarschijnlijk dat ter gelegenheid dezer plechtigheid de penningen werden geslagen.,[]
456,niet allen twijgen van denzelfden stam?,"[(11, 18, 'plants'), (34, 38, 'plants')]"
457,"Lof, eer, en prijs, en grooten danck Zy u, o!",[]
458,"Onder Fleury waren bij de Poolsche en Oostenrijksche successie-oorlogen nog in vele opzichten de traditiën gevolgd der politiek van Richelieu en, men moet het erkennen, niet zonder bekwaamheid en goeden uitslag.",[]
459,"De wortel van de opregte plant Eleochrysum maakt een regte steel, digt en hard, gelyk hout; en is maar een el hoog.","[(17, 30, 'plants'), (31, 42, 'plants')]"
460,"van Peters, J.E.F. Pas, j.W. Paas, Leonardus Post, Pr.",[]
461,"’ - ‘Vent, waar heb je uw gans gekregen?","[(26, 30, 'animals')]"
462,"Beiden van hun vaderland verwijderd, hadden zij elkander hunne geheimen en hunne uitzigten medegedeeld.",[]
463,"Voor Steedse pronckerye De keurighe waerdy Van de Roosjes, van't gebloemt, Daer een Herderin op roemt.","[(50, 57, 'plants'), (65, 73, 'plants')]"
464,"’ Maar 't is de vraag, welk der genoemde beginselen, afgezien van hun vertegenwoordigers, voor Kerk en evangelieprediking het meest van zich verwachten laat.",[]
465,"voorz. her en warmen: ik herwarmde, heb herwarmd.",[]
466,"borghtochte, 18.",[]
467,"Jesus sittende op eenen Ezel gaet met groote heerlyckheyt binnen Jerusalem, ende predickt in den Tempel.","[(24, 28, 'animals')]"
468,"Het is geschiet, gelyk het den Heere belieft heeft.",[]
469,"Opgevoerde stukkenDe Geuzen (8 taf.) en Egmont en Hoorn (5 bed.), vaderlandsche dramas; - De arme Edelman (2 bed.); Typen, (3 bed.), oorspronkelijke tooneelspelen; - Twee Katten voor één doode musch (1 bed.), oorspr.","[(171, 177, 'animals'), (193, 198, 'animals')]"
470,"Ofschoon het denkbeeld dat hij, jonge Malthusiaan van rang en geboorte, er op uit toog om brood te gaan verdienen voor een vrouw, die de zijne niet was, en kinderen, die hem door een zot toeval op den hals geschoven waren, lachte het verdienen van geld, ten einde in het levensonderhoud van zichzelven en wie dan ook te voorzien hem toe, als iets wat zijn hart hooger deed kloppen.",[]
471,"En al ’t gevaar, van haare oogen wendt.",[]
472,"[Zaagkruid] ZAAGKRUID, zie zaagpeul.","[(1, 10, 'plants'), (27, 35, 'plants')]"
473,"Onwillekeurig wendden mijne gedachten zich telkens naar den laatsten; zinsneden uit zijne brieven, die nimmer uit mijn geheugen werden gewischt, waren mij als kernspreuken, die ik op mijne handelingen toepaste, en die op mijne denkbeelden een' onbepaalden invloed verkregen.",[]
474,"De bekende predikatie toenmaals in den winter op de Gouwe gehouden, was oorzaak dat hij zich den bijnaam van het ijsvogeltje verwierf.","[(113, 124, 'animals')]"
475,"De Kraankinders, aan den linker kant.","[(3, 15, 'animals')]"
476,"Bij het zelfonderwijs vertrouwde hij zijn' kweekeling aan de zorg van den beroemden cornelius schonaeus , Rector der Latijnsche scholen te Haarlem, zoodat hij weldra de Latijnsche taal magtig werd, en smaak kreeg in de dichtkunst, die hem bijbleef en aanspoorde om zijne natuurlijke begaafdheden tot volkomenheid te brengen; deze zucht verliet hem niet, toen hij in 1593 naar de Leydsche Hoogeschool gezonden werd, om zich in de regtsgeleerdheid te oefenen, hetgeen hij genoegzaam met weerzin deed, en slechts eenige verloren uren aan dezelve besteedde, terwijl hij zich met ijver op de dichtkunst, de geleerde talen en de geschiedenis toeleide.",[]
477,"’ Wij weten niet, of deze verklaring in het Vierteljahrsschrift f. höh.",[]
478,"” LOTJE stond alsof zij versteend was, doch SOFIA viel haren vader, in wiens oog zij een’ traan zag zwellen, om den hals.",[]
479,"1818, 93 bl. 8o. met opdragt, ook aan zijn leermeester Val.",[]
480,"En hetgeen meer belangrijk te achten is: ons geloof, dat er in den mensch nog iets hooger is, dan zenuwen, hersens, bloed, of een stoffelijk levensbeginsel; dat deugd en zedelijkheid tot onze menschelijke natuur volstrektelijk behooren; en dat het geestelijk beginsel, dat in ons leeft en werkt, niet vernietigd kan worden, gelijk het ligchaam, hetwelk in zijne deelen opgelost en ontbonden wordt: dat geloof, M.H., is bij ons vertoeven in dien tempel niet verloren gegaan; maar het is gewijzigd, verhelderd, veredeld; het is op beteren grond gevestigd en daardoor zoo onwankelbaar bij ons geworden, als onze wetenschap, dat dit spreekgestoelte niet denkt of spreekt; en dat de boom, waarvan het genomen is, niet gedacht of gesproken heeft.","[(678, 682, 'plants')]"
481,"Een prachtig voorhoofd, heldere blauwe oogen, een groote, goed gevormde mond, die, wanneer hij lachte, gezonde tanden liet zien, een frissche gelaatskleur - zoo was Auerbach op zijn dertigste jaar.",[]
482,Sy seggen allegader: Laet hem ghecruyst worden.,[]
483,"Overtuigd, dat onze Vrienden en Vriendinnen dezelfde moeten weezen, zullen wy, zoo zy ons eenige reden van klaagen of ongerustheid geeven, elkander daarvan naar behooren berigten.",[]
484,"Zy hielden het peerd by den toom, en de herder zegde aen den ruiter: ‘- Hoor my, als 't u belieft eenen oogenblik aen, en zegt of ik het ben die ongelyk heb in den twist die tusschen ons is opgerezen.","[(15, 20, 'animals')]"
485,"Een nieuwe villa kwam zich in den kring der oude slotjes dringen en scheidt het verlaten huis van twee anderen, die niets opmerkelijks meer over hebben.",[]
486,"’ ‘Ik hoop niet, alsdat Meneer het me kwalijk neemt, omdat ze katteliek is, maar wij hebben eigenlijk elkander van kindsbeen af gekend, en daarom kom ik haar wat helpen met het wasschen van der goed, omdat ze ziek is.",[]
487,"Het Manneken toe gelaaten te sijn, als sijn lust ende vermaak inde guerige frisheid vande lugt, ende de bekoorelijke aangenaamheid vande velden ende bloemen, te moogen neemen; ende het Wijfken alleen, de sorg van het huys, ende de vrugten der voorteeling, bevoolen te sijn: Waar om het ook de agterste deelen geduurig uytsteekende, het Manneken als tot sijn pligt schijnt te noodigen; het welke van gelijken sijn beroep niet willende naalaaten, als door een eerelijke omhelsinge sijn geslagt komt te vereeuwigen.","[(149, 156, 'plants')]"
488,"Alweêr een album-blaedje, ô jee!",[]
489,"Wat de wyze der behandelinge deezer Boeken aangaat, dezelve is gelyk aan die der Boeken van het Oude Testament.",[]
490,"Welnu, de snaek ging langs geen omwegen als het er heet wierd... zoodanig dat hy, by den eersten aenval, aen eene halve dozyn baijonnetten geregen en in de lucht opgeheven wierd, gelyk een weerhaentje op eene yzeren spil.","[(10, 15, 'animals')]"
491,"Coedijck heeft ook onderscheidene moderne onderwerpen in het koper gebragt, die in de prentverzamelingen der liefhebbers met achting bewaard worden.",[]
492,"Belleforest voegt er met weêrgalooze naïeveteit bij, dat, als het schip te groot was voor het monster om het te verbrijzelen, het dit dan op het strand duwde, hoedanig ook de richting van den wind was; daar wachtte het geduldig tot de bemanning, door het gebrek of de hoop op ontsnapping gedreven, zich op het dek waagde of beproefde de kust te bereiken.","[(94, 101, 'animals')]"
493,"den sesten September, heel uytgehongert in Engelant gearriveert, want sy in ’t laetste anders niet dan zee-gras met Ongel koockten, ende Huyden van Beesten moesten eten.","[(103, 111, 'plants'), (116, 121, 'animals'), (148, 155, 'animals')]"
494,"13Indien dan ghy die boos zijt, weet uwe kinderen goede gaven te geven, hoe veel te meer sal de 14 15Maer sommige van haer seyden, 16Ende andere [hem] versoeckende, 17Maer hy kennende hare verdeelt zijnde,] valt.",[]
495,"Vergeet het niet: hun kroost zal Belgie ook eens stutten, Bedreigd door adderen, geteeld in haren schoot: 't Paleis verschopp' uw luit, wees fier: zing voor de hutten!","[(72, 79, 'animals')]"
496,"(De man wil zeggen: Wordt door uw wreede taal verscheurd.) Te midden van den groenen Hout Daar kwinkeleert de Vogelzang, Gelijk het past in 't woud; Maar 't is geen zang Van louter klang Van fluit- geluid en orgelnoten.","[(110, 119, 'animals')]"
497,"Voordat zij echter de kloof bereiken, waaruit Panda hun met een tevreden lach te gemoet treedt, maakt een der Zulu's hem opmerkzaam op een stofwolk in de verte en rennen ze weder spoorslags verder, totdat ze hijgend de met hout bewassen schuilplaats bereiken en er zich met geweld een weg door banen.","[(223, 227, 'plants')]"
498,"- maar toen Ook kende zij, ter wereld niets, Francisca Dan harer moeder liefde!...",[]
499,"Maar als haar straalen t' zaamgevoegd op de aardkloot vielen, Gelyk ons 't brandglas duidlyk leert, Dan zou een woedend vuur ons wereldstel vernielen, En 't wierd eerlang tot asch verteerd.",[]
500,"Favre koos de verstandigste partij en bedankte om door het Parijsche gepeupel terecht gezet te worden over zaken, waarover het wel stemrecht had, maar geen verstand.",[]
501,"Gysbertus Voetius voelde zich getroffen door hetgeen de blaam der Remonstranten gegronds had, dat, namelijk, de richting, die in de Kerk had gezegevierd, schadelijk was voor de ware godzaligheid: of had men bij gelegenheid dat Vorstius, die wegens onrechtzinnigheid als hoogleeraar te Leiden werd geweerd, in de Zuid-Hollandsche Synode om zijnen vromen wandel geprezen werd, den predikant Lydius niet hooren uitroepen: ‘ziet, broeders, hoe schadelijk de godzaligheid is’?",[]
502,Het was eene aangename ure.,[]
503,"Dus altijd verlangende en dorstende naar de druiven - met een grond voorbeeldeloos geschikt om de geurigste druif te leveren, indien slechts het duizendste gedeelte van de moeite en zorg daaraan werd besteed, die voor het opbloeien van doornen worden aangewend - leeft hij nu in een ontevreden stemming, steeds met inspanning zijn misnoegde opwellingen tot kalmte en berusting plooiende, en slechts in staat zich voor het gemis van het tegenwoordige te troosten met het vooruitzicht van zwellende, saprijke vruchten..... in de verre toekomst.","[(44, 51, 'plants'), (108, 113, 'plants'), (236, 243, 'plants')]"
504,"Mijn zeege is groot genoech, om hem heel klein te maaken, Dat hy voor my niet waakt, doet my voor hem nu waaken, En vreezen dat hy my, al heimelijk, wel vreest; Schoon nooit verraad in mijn gedachten is geweest, Dat tuige 't Altaar, 't welk, op de aangepaalde landen, Een witte stier voor Mars zag op zijn vlakte branden.","[(278, 283, 'animals')]"
505,"Maar men gaf hem tot antwoord, dat de keizer den steun niet wilde missen, dien hij in Hioeên ts'áng's kunde had, en dat hij nooit zou gedoogen, dat deze zich voor het overige van zijn leven tusschen rotsen en boomen ging begraven.","[(209, 215, 'plants')]"
506,Eindelijk zeide de kalif: ‘Maar hoe zullen mijne onderdanen het nu maken?,[]
507,"Sterk ons Geloof, zelfs in het lyden, Van d'allerlesten nood, Den tydelyken dood, Op dat wy, na standvastig stryden, De Hemelkroon hier boven Erlangen, en U looven.",[]
508,"Laet de drokke pleitzael woelen, Menigh vreezen dat de schael Van de vierschaer ryze of dael' Voor de strenge rechterstoelen; Veeman houdt zich by zyn vee, En daer blyft zyn zorregh mê.","[(151, 154, 'animals')]"
509,- - - - - 5 De goelyke Amaril.,"[(23, 29, 'plants')]"
510,"In 1398 verhief Hertog Albregt van Beijeren, hem tot Baljuw van Wagenborgerdeel, (nu Wijmbritseradeel) Gaasterland en Doniawerstal, van welke waardigheid hij daarna bij gelegenheid van eenen opstand der Vriezen ontzet werd, wordende hij met den Hertog uit Vriesland verdreven, terwijl zijn huis te Sneek, Rodenburg genaamd, en in de Burgstraat staande, vernield werd.",[]
511,"Ver van paleizen sticht men sombere gewelven, Galeijen waer de misdaed boet.",[]
512,daar zal hy onze Wouter meê mienen.,[]
513,"Onder de laatsten bevinden zig ettelyke onbekenden, gelyk mede 70 Heester Gewassen, in vollen groei, en in enen zeer goeden staat overgekomen.","[(66, 82, 'plants')]"
514,"Dit en de verdere wonderen, die men uit bosschen en zeeën te voorschijn haalde, en in aanraking bragt met de goden en godinnen, aan den Olympus ontschaakt, waren voortbrengselen van dezelfde vinding, die walvisschen en leeuwen en Herculessen het leven gaf, bij de huwelijksfeesten van Margaretha van York.","[(204, 215, 'animals'), (219, 226, 'animals')]"
515,"Hangen neerwaerts, gelijck de Hop, en geven binnens Iaers meenighten van Vrughten.","[(30, 33, 'plants')]"
516,"V lof stel ick hier in, dat ghy door doodt en pijn U lieue vaderlandt oock gaet behulpigh zijn.",[]
517,"Die te veel berekent, waagt weinig; hij laat dikwijls den tijd voorbijgaan, eer hij anderen eene weldadige hulp toebrengt; zijn wikkend overleg dooft in hem den gloed der menschenliefde en der mededeelzaamheid.",[]
518,"Hoe de amerikaanschen schrijver hatelijkheden (om ze nog geen erger naam te geven) ten beste heeft voor hen, die niet tot de partij der omwenteling behooren, diene het volgende: Rome, ‘niet de tandelooze heks van later dagen’ Filips II: ‘een giftige spin’, vervolgens ‘een bekrompen, boosaardige pilaarbijter’ Aerschot, Havrech, Ville, ‘altijd in hun hart verraders van de nationale (?) zaak’ Parma: ‘een zwaardvechtersgemoed’ Monniken ‘die de stad verpestten’ De omwenteling te Amsterdam van 1578, die op ‘eene koddige en onschadelijke wijze’ tot stand kwam De hartstochtelijkheid, waarmede Motley de tegenstanders van Oranje beoordeelt, wordt overtroffen door de blinde ingenomenheid, die hij voor zijnen held koestert.","[(250, 254, 'animals')]"
519,"Geboorten-Dag, Van N.N. op den 28 Augustus 1672.",[]
520,"Somtijds gebruikt men het ook van ligchamen, die weinigen tegenstand bieden: maer overvalt en velt hem om, als winterbui een' lenteblom.","[(126, 135, 'plants')]"
521,"Hebben niet wijzelf onwillekeurig, toen wij beproefden het beeld van den hollandschen graaf Dirk III te schetsen, een historischen Reinaert geteekend?","[(131, 139, 'animals')]"
522,"Deeze Heer liet zig, volgens de aanhaaling van onzen Schryver, over de mogelykheid van 't veranderen deezer gewoonte, aldus hooren.",[]
523,"Men siet, op dat ick dit maer alleen uyt de H. Schrift verhale, hoe wonderbaerlick God de heere den Prophetischen Coninck van Sauls lagen bevrydet heeft: hoe geluckelijck hy uyt de handen der Philistijnen, end' meer andere sijne vyanden, ontcomen is: hoe sekerlick hy van leeuwen, beeren, end' ander wreede ghedierten, bewaert is geweest.","[(272, 279, 'animals'), (281, 287, 'animals'), (307, 317, 'animals')]"
524,"Dan zou de tijd daar zijn, dat letterlijk het woord van den profeet wordt vervuld, dat de wolf met het lam zal verkeeren en de leeuw gras zal eten als het rund.","[(133, 137, 'plants'), (90, 94, 'animals'), (103, 106, 'animals'), (127, 132, 'animals'), (155, 159, 'animals')]"
525,"- stel u voor, dat Java ons niet langer zijne schatten in den schoot stortte, en zeg mij, werwaarts de dienstbare vloot der Handel-Maatschappij, dan hare zeilen hijschen zou; waar de ondernemingslust harer reeders, in Noord- of in Zuid-Amerika, betrekkingen heeft aangehou-den; waar men zich onzer in China nog herinnert; wie ons in Australië kent?",[]
526,"‘Aan mijn vriend en buurman Theodoor Laurence vermaak ik mijn papiermasché portefeuille, en mijn model in klei van een paard, hoewel hij zeide, dat het geen hals had.","[(119, 124, 'animals')]"
527,Hooft is dichter in den minne-zang bovenal; een bewijs te meer dat de dichter van zijne passie leeft.,[]
528,"Die gevlugt waeren bragt hy weder tot het leger, en hy wist zyne soldaeten zoo grooten moet te geven, dat zy veeltyds dingen uytvoerden die volstrekt onmogelyk scheenen.",[]
529,"O Goden, had uw gunst my zulk een telg gegeven!","[(34, 38, 'plants')]"
530,"Den 8e. December, arriveerde aan Paramaribo, een Neger Askuan genaamd, met zyn Vrouw en Kind, behoorende tot de Bosch-Negers van Bonnie, van welke hy zich zedert twee jaaren heeft afgezonderd, hy is een Slaaf geweest van de Plantagie Ephrata, van welk hy benevens zyn Moeder en Broeder in den jaare 1770, is weggeloopen; zyn Moeder en Broeder wierden reeds door 't Commando onder onzen Heere Gouverneur Generaal, in den jaare 1772, hy de verovering van Boecoe gevangen; hy was eertyds een vertrouweling van Bonnie, en Captein van een gedeelte zyner bende.",[]
531,"Het naast aan den Mensch, zyn de viervoetige vleeschvretende Dieren de talryksten en verslindendsten.","[(33, 67, 'animals')]"
532,"Tot veel lust het hert te trecken, Tot veel overdaed verwecken Ons natuur en snood' begeert: Ouden gierigh, jonghen milde Speelen Ruyterlijck den gilde: So gewonnen, so verteert.","[(18, 22, 'animals')]"
533,"En toen nu de hennen waren opgetrokken, riep zij haar' man wakker en zeide: ‘'t Is niet pluis hieronder tusschen de kippen!","[(14, 20, 'animals'), (116, 122, 'animals')]"
534,Eigenlijk in den boezem steken.,[]
535,"Olyfölie zou hier in grooten overvloed kunnen geperst worden, was de belasting be-paald en gemaatigd; doch zo groot is de verandering, welke dezelve ondergaan heeft, dat men het aankweeken der Olyfboomen dermaate verwaarloosde, dat 'er naauwlyks Olie genoeg valt voor binnenlands gebruik.","[(193, 203, 'plants')]"
536,O alderschoonste Beeldt van 't alderschoonste Wesen!,[]
537,"Wij hadden hier en daar enkele tooneelen wat vlugger willen zien afspelen, b.v. dat openen en doorzoeken van Mea's bagage.",[]
538,"Dit nu konnenwe als natuurlyk zynde, met even zoo veel grondt van redenen, van den Eilandschen Walvisch denken, vermits het ons niet alleen natuurlyk, maar ook gebeurlyk toeschynt, want we met zeer goede opmerking, ’t gemelde afzakken der Walvisschen in Groenlandt zelf verscheiden maalen hebben ondervonden.","[(95, 103, 'animals'), (239, 250, 'animals')]"
539,"Hier werd de oogst door overstrooming of langdurige droogte verwoest, daar werden gansche steden door vulcanische uitbarstingen in puinhoopen verkeerd, ginds mensch en dier door allerlei kwaadaardige ziekten ten offer gebracht.","[(82, 89, 'animals'), (168, 172, 'animals')]"
540,"Het ys, waarvan het ingeslooten was, scheen op den grond te rusten: want het stond onbeweeglyk stil, hoe dikwyls ook de ysvelden, welke zy op eenen verderen afstand zagen, braken, en door den wind weggevoerd werden.",[]
541,"In den zoogenaamden Donia-oorlog speelde hij eene belangrijke rol, en zijne dapperheid bragt or veel toe bij om de Donia's het onderspit te doen delven, en dezen oorlog, die van 1458 tot 1463 geduurd had, in laatstgenoemd jaar door eenen beslissenden slag bij het klooster Aalsum te doen eindigen.",[]
542,"Hij aanvaardde het Hoogleeraarambt te Groningen den 26sten November 1794, met het houden van eene plegtige Redevoering over het groote nut dat voor de beoefenaars der Wijsbegeerte uit het lezen der schriften van Cicero moet voortvloeijenMaria Clasina van Crimpen, die hem echter in jeugdigen leeftijd door den dood ontviel en hem naliet eenen zoon Jan Bosman, Medicinae Doctor, vroegtijdig overleden, en eene dochter Elizabeth Bosman, eerst gehuwd geweest aan Samuel Tresling, Geneesheer te Groningen, en later aan Mr. J. Le Maire, Regter der Instructie bij de Regtbank van eersten aanleg te Leeuwarden.",[]
543,Reeds eenmaal (op bladzijde 354 en volgg.,[]
544,"Bevende bekende hij, dat hij zijne trekken herkende, en te gelijker tijd begon hij zich over zijn onredelijk gedrag te verontschuldigen; maar de wilde viel hem in de rede, hem koeltjes toevoegende: ‘Wanneer gij eenen armen Indiaan ziet, die van dorst sterft en u een glas water vraagt, zoo geef het hem, en zeg nooit weder: ga heen, Indiaansche hond!","[(333, 349, 'animals')]"
545,"Wie dàarin met ons samenstemt, zal ook wel met ons van gevoelen wezen, dat de kunst der kritiek met ernst moet beoefend worden, zal er van vruchtbare kunstkritiek sprake kunnen zijn.",[]
546,"Aan het onderschrift ontbreekt alleen een eigen naam, om iederen twijfel weg te nemen:.... me fecit anno domini millesimo quingentesimo undecimo.",[]
547,"De eerste leg is de sterkste, de tweede iets minder; in alles bedraagt het getal eijeren van beide tot twechonderd-en-veertig.","[(81, 88, 'animals')]"
548,"Vorstenglorie, Dichtren-loover, Boog in 't ridderlijk weleer Voor hun minnelijk getoover, Voor hun teeder lachje neêr.","[(15, 30, 'plants')]"
549,"Voorstanders van zyne Lordschap hebben beweerd, dat men dikwyls onregtmaatige voordragten gemaakt heeft van de stellingen, door deezen Schryver op dit stuk ten dien aanziene medegedeeld.",[]
550,"Toe, heeren, neémt van déze druiven, proef eens van de abrikózen òf pèrziken, wèlke er zoo heerlijk uitzien.","[(28, 35, 'plants'), (55, 64, 'plants'), (68, 76, 'plants')]"
551,"Er is een middel, dat er onfeilbaar kracht voor geeft: het ernstig streven naar waarheid.",[]
552,"Die beelden zich slechts wat in op hun geld en op hunne boerderijen, weilanden en velden.",[]
553,Hoe vliegen de boomen aan weerskanten ons voorbij!,"[(15, 21, 'plants')]"
554,"En wilt nemmermeer versaden Vwen vollen appetijt; Laet de mage t'aller stondt Clagen over uwen mondt: Metter tijt sal sy gewennen Vwe soberheyt te kennen Laet soladen ende vissen Voor u naeste tafelbeur, Wilt den dranck soo lange missen Als u keel heeft haer gedeur.","[(172, 178, 'animals')]"
555,"Hy is'er meê bezorgt, als een arm man met den winter.",[]
556,De Europésche groenten tieren hier bij uitstek wel.,"[(14, 22, 'plants')]"
557,M. Wel nu even zoo beheerscht God de geheele waareld.,[]
558,"Haar gelaat teekent eene heilige berusting: al kromp haar 't hart ineen toen zij wist dat Eabius in het amphitheater door bloeddorstige leeuwen verscheurd werd, nu is zij kalm, want zij denkt slechts aan de onvergankelijke glorie die zijn deel is geworden.","[(136, 143, 'animals')]"
559,"Dat 't aerdtsch mijn niet besmet, Noch helsche Slangen.","[(47, 54, 'animals')]"
560,"Doch de gierigheid bedriegt ook hier niet zelden de wijsheid, en het dubbeltje rabarber heeft dikwijls een' nasleep, die de geheele faculteit voor jaar en dag op de been houdt.","[(79, 87, 'plants')]"
561,Hij deelde mede hoe een vierentachtigjarige Bisschop nu eerst had leeren kennen wat muziek was.,[]
562,"Even als nijvere bijen, die ‘'t eêlste dat zij lezen’ bij elkander gâren ‘om d'ouden stok te voên,’ hadden de leden van dit hooge Regterlijke collegie, dankbaar voor de vergunning hun door den Minister geschonken om een aanbevelingslijst op te maken, met de uiterste zorg het edelste wat de regterlijke magt in ons land kon opleveren bij elkander gegaard.","[(17, 22, 'animals')]"
563,"Het stamwoord is rus, de volksnaam der bewoners van Rusland, die in den Bijbel Rosch luidt, nevens de namen van Mesech en Tubal geplaatst, en aan een Armenisch volk, van 't welk de Russen afstammen, gegeven wordt.",[]
564,"De voertuigen, thans bij de Nederlandsche artillerie in gebruik behalve de affuiten, welke in het artikel Affuiten zijn opgegeven, zijn de volgende: Munitievoorwagens van 12 , 6 , 15 dm.",[]
565,"’ En de valk zeide: ‘Deze duif is mijne spijs voor heden; laat ik haar leven, dan moet ik van honger sterven.","[(8, 12, 'animals'), (26, 30, 'animals')]"
566,"Uyt de Grondstam quaemen drie of vier Tacken voort; en uyt deselve schooten ontelbaer-veel kleyne Telghjens; sigh verspreydende in de lenghte en breedte; doch op soo een verwonderlijck-treflijcke wijs, subtile ruymten, of openinghskens; gelijck die van een Net, of Seef.","[(7, 16, 'plants'), (38, 44, 'plants'), (98, 107, 'plants')]"
567,"Dat dan Huishoudkundigen niet uit het oog verliezen, dat gezegde verwoestingen goeddeels daardoor worden vergoed, dat de Mol ontelbare schadelijke wormen en insekten, inzonderheid de poppen der Meikevers, dien geesel des landbouwers, verdelgt; en dat eene geheele uitroeijing van dit zoo zeer vervolgde dier zonder twijfel meer na- dan voordeel zou te wege brengen.","[(121, 124, 'animals'), (147, 153, 'animals'), (157, 165, 'animals'), (183, 203, 'animals'), (303, 307, 'animals')]"
568,"Zonder deze driften zou den Mensch eene roerloze machine gelyk worden: des het, zo 't al mogelyk ware, nadelig zoude zyn die driften uit te rooien.",[]
569,(Het) 403 Karel V te Yuste 314 Leeuw.,"[(31, 36, 'animals')]"
